date,SPY,TLT,GLD,BTC-USD
2020-03-18,219.328247,120.216583,140.699997,5238.438477
2020-03-19,219.794312,123.489578,138.039993,6191.192871
2020-03-20,210.322464,132.775345,140.110001,6198.778320
2020-03-23,204.944901,138.247009,146.300003,6416.314941
2020-03-24,223.513580,135.673508,153.399994,6734.803711
2020-03-25,226.859619,135.365433,151.300003,6681.062988
2020-03-26,240.105911,136.031693,153.240005,6716.440430
2020-03-27,232.954178,139.662720,152.250000,6469.798340
2020-03-30,240.519531,138.513443,152.919998,6429.841797
2020-03-31,236.934479,137.389145,148.050003,6438.644531
2020-04-01,226.271286,139.314041,149.449997,6606.776367
2020-04-02,231.492599,140.198090,151.899994,6793.624512
2020-04-03,228.146530,140.531723,152.649994,6733.387207
2020-04-06,243.470215,140.164795,156.880005,7271.781250
2020-04-07,243.718521,138.696884,156.039993,7176.414551
2020-04-08,251.899734,137.687698,154.649994,7334.098633
2020-04-09,255.732986,137.937988,158.690002,7302.089355
2020-04-13,253.398041,136.678619,161.410004,6845.037598
2020-04-14,260.871521,136.645248,162.679993,6842.427734
2020-04-15,255.328552,140.264877,161.850006,6642.109863
2020-04-16,256.560272,141.857834,161.710007,7116.804199
2020-04-17,263.491394,139.956207,158.570007,7096.184570
2020-04-20,258.849243,141.082245,159.699997,6881.958496
2020-04-21,250.989639,142.858627,158.610001,6880.323242
2020-04-22,256.560272,141.399078,161.729996,7117.207520
2020-04-23,256.541840,142.149704,163.339996,7429.724609
2020-04-24,260.117798,142.483353,162.639999,7550.900879
2020-04-27,263.868256,139.831131,161.559998,7795.601074
2020-04-28,262.654877,141.440811,160.839996,7807.058594
2020-04-29,269.530762,140.706894,161.729996,8801.038086
2020-04-30,267.021301,139.063858,158.800003,8658.553711
2020-05-01,259.952301,140.254684,159.779999,8864.766602
2020-05-04,260.669281,139.595016,160.339996,8912.654297
2020-05-05,263.077698,138.701447,161.020004,9003.070312
2020-05-06,261.294403,136.463425,158.949997,9268.761719
2020-05-07,264.447327,138.743195,161.389999,9951.518555
2020-05-08,268.822998,136.939331,160.419998,9842.666016
2020-05-11,268.878113,135.870483,159.419998,8601.795898
2020-05-12,263.518921,137.265030,160.039993,8804.477539
2020-05-13,258.858429,138.225449,161.580002,9269.987305
2020-05-14,261.956207,139.578308,163.009995,9733.721680
2020-05-15,263.160431,139.219223,163.929993,9328.197266
2020-05-18,271.176208,136.162766,162.690002,9726.575195
2020-05-19,268.390930,136.672089,164.259995,9729.038086
2020-05-20,272.950348,137.081375,164.649994,9522.981445
2020-05-21,271.065887,137.423782,162.250000,9081.761719
2020-05-22,271.580750,138.250504,163.210007,9182.577148
2020-05-26,274.926727,136.396530,160.889999,8835.052734
2020-05-27,279.017334,136.146042,161.179993,9181.017578
2020-05-28,278.502533,135.644974,161.720001,9525.750977
2020-05-29,279.743530,136.613693,162.910004,9439.124023
2020-06-01,280.874176,135.693924,163.660004,10167.268555
2020-06-02,283.199890,135.200577,162.600006,9529.803711
2020-06-03,286.968781,133.402771,159.600006,9656.717773
2020-06-04,286.214996,131.471222,161.279999,9800.636719
2020-06-05,293.550507,130.534729,158.009995,9665.533203
2020-06-08,297.098877,131.036423,159.720001,9771.489258
2020-06-09,294.883545,132.524811,161.259995,9795.700195
2020-06-10,293.238098,134.489822,163.570007,9870.094727
2020-06-11,276.333130,137.031799,162.389999,9321.781250
2020-06-12,279.642426,135.710678,162.619995,9480.843750
2020-06-15,282.253021,135.785919,162.330002,9450.702148
2020-06-16,287.685760,133.703857,162.250000,9538.024414
2020-06-17,286.490753,134.255692,162.559998,9480.254883
2020-06-18,286.601105,135.677155,162.240005,9411.840820
2020-06-19,284.963257,135.785919,164.029999,9288.018555
2020-06-22,286.791260,135.802551,165.089996,9648.717773
2020-06-23,288.111603,134.874481,166.479996,9629.658203
2020-06-24,280.762177,136.321106,165.899994,9313.610352
2020-06-25,283.772125,136.714050,165.800003,9264.813477
2020-06-26,277.032166,138.177338,166.539993,9162.917969
2020-06-29,281.103882,137.742508,166.630005,9190.854492
2020-06-30,284.704651,137.073608,167.369995,9137.993164
2020-07-01,286.698975,136.807373,166.619995,9228.325195
2020-07-02,288.277771,136.949661,166.979996,9123.410156
2020-07-06,292.728027,136.388809,167.979996,9375.474609
2020-07-07,289.708893,138.305893,169.039993,9252.277344
2020-07-08,291.924774,137.753372,170.089996,9428.333008
2020-07-09,290.262787,139.946686,169.630005,9277.967773
2020-07-10,293.226593,139.243484,169.190002,9278.807617
2020-07-13,290.687592,139.703949,169.399994,9243.614258
2020-07-14,294.454651,139.904831,170.190002,9243.213867
2020-07-15,297.159760,139.251877,170.339996,9192.836914
2020-07-16,296.181213,139.913269,168.729996,9132.227539
2020-07-17,297.039734,139.620209,170.119995,9151.392578
2020-07-20,299.440308,139.963409,170.940002,9164.231445
2020-07-21,300.077423,140.047150,173.000000,9374.887695
2020-07-22,301.785461,140.465759,175.630005,9525.363281
2020-07-23,298.184662,142.106522,177.179993,9581.072266
2020-07-24,296.264221,142.098206,178.699997,9536.892578
2020-07-27,298.424652,141.570755,182.229996,10990.873047
2020-07-28,296.531952,142.550262,183.750000,10912.823242
2020-07-29,300.178955,142.307510,185.130005,11100.467773
2020-07-30,299.107941,143.245041,183.759995,11111.213867
2020-07-31,301.471588,143.153061,185.429993,11323.466797
2020-08-03,303.567413,142.432236,185.639999,11246.348633
2020-08-04,304.739929,143.789932,189.589996,11205.892578
2020-08-05,306.632751,142.532806,191.350006,11747.022461
2020-08-06,308.682373,143.328995,193.889999,11779.773438
2020-08-07,308.903961,142.373535,190.809998,11601.472656
2020-08-10,309.827393,141.736679,190.149994,11878.111328
2020-08-11,307.269806,140.052048,179.940002,11410.525391
2020-08-12,311.553833,138.778183,179.100006,11584.934570
2020-08-13,310.990662,137.294861,183.330002,11784.137695
2020-08-14,310.999969,136.758423,182.539993,11768.871094
2020-08-17,311.987762,137.102081,186.500000,12254.402344
2020-08-18,312.661804,138.082611,188.179993,11991.233398
2020-08-19,311.359985,137.219330,182.240005,11758.283203
2020-08-20,312.329437,138.459763,183.500000,11878.372070
2020-08-21,313.437256,139.289444,182.029999,11592.489258
2020-08-24,316.613495,139.063156,181.000000,11774.595703
2020-08-25,317.721375,137.998749,181.220001,11366.134766
2020-08-26,320.906738,137.470825,183.360001,11488.363281
2020-08-27,321.608398,135.132568,181.240005,11323.397461
2020-08-28,323.685791,135.031937,184.389999,11542.500000
2020-08-31,322.513245,135.928726,184.830002,11680.820312
2020-09-01,325.550842,137.483444,185.050003,11970.478516
2020-09-02,330.259644,138.792358,182.619995,11414.034180
2020-09-03,318.893982,139.186676,181.139999,10245.296875
2020-09-04,316.290283,136.543777,181.639999,10511.813477
2020-09-08,307.648376,137.382736,181.289993,10131.516602
2020-09-09,313.723572,137.013565,183.050003,10242.347656
2020-09-10,308.276184,137.709976,182.460007,10363.138672
2020-09-11,308.433044,138.003571,182.449997,10400.915039
2020-09-14,312.495514,137.995255,183.889999,10680.837891
2020-09-15,314.074463,137.659653,183.449997,10796.951172
2020-09-16,312.828064,137.248520,183.970001,10974.905273
2020-09-17,310.076538,137.668045,182.960007,10948.990234
2020-09-18,306.506744,137.240158,183.199997,10944.585938
2020-09-21,303.095520,137.936523,179.520004,10462.259766
2020-09-22,306.182251,137.827423,178.649994,10538.459961
2020-09-23,299.081665,138.012039,174.789993,10246.186523
2020-09-24,299.878876,138.540710,175.440002,10760.066406
2020-09-25,304.726959,138.540710,174.940002,10692.716797
2020-09-28,309.788269,138.146332,176.699997,10709.652344
2020-09-29,308.101196,138.305679,178.190002,10844.640625
2020-09-30,310.437195,136.979996,177.119995,10784.491211
2020-10-01,312.430237,137.205963,178.699997,10619.452148
2020-10-02,309.463776,136.693588,178.539993,10575.974609
2020-10-05,314.951569,134.022736,179.410004,10793.339844
2020-10-06,310.474152,134.745010,177.300003,10604.406250
2020-10-07,315.878571,133.762360,177.220001,10668.968750
2020-10-08,318.678009,134.484650,177.850006,10915.685547
2020-10-09,321.523956,134.459503,181.080002,11064.458008
2020-10-12,326.696442,134.887848,180.559998,11555.363281
2020-10-13,324.564423,135.853714,177.720001,11425.899414
2020-10-14,322.525055,136.164490,178.270004,11429.506836
2020-10-15,322.126404,135.929276,178.919998,11495.349609
2020-10-16,321.931763,135.551315,178.300003,11322.123047
2020-10-19,317.037354,135.038971,178.389999,11742.037109
2020-10-20,318.307220,133.753906,179.250000,11916.334961
2020-10-21,317.704651,133.292053,180.600006,12823.689453
2020-10-22,319.447449,131.906219,178.830002,12965.891602
2020-10-23,320.532013,132.712494,178.639999,12931.539062
2020-10-26,314.608643,133.947128,178.550003,13075.248047
2020-10-27,313.523987,134.845810,179.020004,13654.218750
2020-10-28,302.808136,134.971817,176.130005,13271.285156
2020-10-29,305.885620,133.661530,175.399994,13437.882812
2020-10-30,302.696930,132.342987,176.199997,13546.522461
2020-11-02,306.089661,133.334305,177.910004,13550.489258
2020-11-03,311.494049,132.560745,178.919998,13950.300781
2020-11-04,318.455597,135.436218,178.820007,14133.707031
2020-11-05,324.666382,135.671661,182.929993,15579.848633
2020-11-06,324.592194,134.032104,183.190002,15565.880859
2020-11-09,328.670868,131.215393,175.080002,15332.315430
2020-11-10,328.188904,130.458710,175.660004,15290.902344
2020-11-11,330.626892,130.929550,174.899994,15701.339844
2020-11-12,327.419464,133.157684,175.960007,16276.343750
2020-11-13,331.952484,132.981094,177.160004,16317.808594
2020-11-16,336.096039,132.661636,177.149994,16716.111328
2020-11-17,334.288422,133.527679,176.500000,17645.406250
2020-11-18,330.265350,133.914383,175.490005,17804.005859
2020-11-19,331.655792,134.603867,175.160004,17817.089844
2020-11-20,329.384674,135.797806,175.690002,18621.314453
2020-11-23,331.359222,135.175552,172.229996,18364.121094
2020-11-24,336.698547,133.830338,169.589996,19107.464844
2020-11-25,336.179535,133.418335,169.509995,18732.121094
2020-11-27,337.115784,134.713196,167.789993,17108.402344
2020-11-30,335.623291,134.544998,166.669998,19625.835938
2020-12-01,339.294098,132.561249,170.179993,18802.998047
2020-12-02,340.007904,131.509109,171.460007,19201.091797
2020-12-03,339.915253,132.569626,172.809998,19445.398438
2020-12-04,342.844452,130.625351,172.320007,18699.765625
2020-12-07,342.139984,131.803741,174.889999,19191.630859
2020-12-08,343.141113,132.426468,175.500000,18321.144531
2020-12-09,340.063538,131.988892,172.500000,18553.916016
2020-12-10,339.952301,133.158752,172.169998,18264.992188
2020-12-11,339.553711,133.630112,172.490005,18058.904297
2020-12-14,338.033447,133.259766,171.539993,19246.644531
2020-12-15,342.603424,132.813705,173.940002,19417.076172
2020-12-16,343.141113,132.460190,174.899994,21310.597656
2020-12-17,345.059967,132.109695,176.740005,22805.162109
2020-12-18,343.682159,131.713715,176.440002,23137.960938
2020-12-21,342.453369,132.236069,175.880005,22803.082031
2020-12-22,341.876160,132.918564,174.490005,23783.029297
2020-12-23,342.183411,132.000198,175.649994,23241.345703
2020-12-24,343.514618,132.522583,176.350006,23735.949219
2020-12-28,346.465698,132.581543,175.710007,27084.808594
2020-12-29,345.804657,132.412994,176.350006,27362.437500
2020-12-30,346.298096,132.699539,177.699997,28840.953125
2020-12-31,348.057648,132.893219,178.360001,29001.720703
2021-01-04,343.319122,132.733185,182.330002,31971.914062
2021-01-05,345.683746,131.747452,182.869995,33992.429688
2021-01-06,347.750366,129.042816,179.899994,36824.363281
2021-01-07,352.917114,127.905365,179.479996,39371.042969
2021-01-08,354.927948,127.492592,173.339996,40797.609375
2021-01-11,352.535370,127.281944,173.000000,35566.656250
2021-01-12,352.609924,127.180832,174.119995,33922.960938
2021-01-13,353.559357,128.613235,173.369995,37316.359375
2021-01-14,352.321289,127.408363,173.279999,39187.328125
2021-01-15,349.751892,127.913864,171.130005,36825.367188
2021-01-19,352.498199,128.326752,172.580002,36069.804688
2021-01-20,357.376251,128.453140,175.389999,35547.750000
2021-01-21,357.702057,127.551605,175.279999,30825.699219
2021-01-22,356.436005,127.964462,173.899994,33005.761719
2021-01-25,357.841705,129.472549,174.050003,32366.392578
2021-01-26,357.283112,129.228302,173.619995,32569.849609
2021-01-27,348.550964,129.556747,172.520004,30432.546875
2021-01-28,351.548584,128.840683,172.679993,33466.097656
2021-01-29,344.510742,128.065491,172.610001,34316.386719
2021-02-01,350.245331,128.213943,174.229996,33537.175781
2021-02-02,355.197845,127.387398,172.110001,35510.289062
2021-02-03,355.477203,126.257088,171.850006,37472.089844
2021-02-04,359.517395,125.919609,168.149994,36926.066406
2021-02-05,360.932373,124.865211,169.809998,38144.308594
2021-02-08,363.538971,125.413513,171.520004,46196.464844
2021-02-09,363.296967,125.506340,172.080002,46481.105469
2021-02-10,363.138672,126.341423,172.710007,44918.183594
2021-02-11,363.725250,125.649673,171.210007,47909.332031
2021-02-12,365.521912,124.089211,170.690002,47504.851562
2021-02-16,365.205353,122.199745,168.240005,49199.871094
2021-02-17,365.289185,122.975815,166.330002,52149.007812
2021-02-18,363.734497,122.478058,166.320007,51679.796875
2021-02-19,363.092163,120.850151,167.009995,55888.132812
2021-02-22,360.299347,119.930695,169.509995,54207.320312
2021-02-23,360.736908,119.584839,169.119995,48824.425781
2021-02-24,364.712036,118.800446,169.000000,49705.332031
2021-02-25,355.923920,116.860336,165.820007,47093.851562
2021-02-26,354.089996,120.723595,161.809998,46339.761719
2021-03-01,362.673218,119.129204,161.529999,49631.242188
2021-03-02,359.843170,119.137566,162.410004,48378.988281
2021-03-03,355.076782,117.845467,160.619995,50538.242188
2021-03-04,350.682831,117.085381,159.039993,48561.167969
2021-03-05,357.134155,117.313416,159.139999,48927.304688
2021-03-08,355.356110,116.401329,157.490005,52246.523438
2021-03-09,360.429596,118.014328,160.839996,54824.117188
2021-03-10,362.673218,118.250809,161.660004,56008.550781
2021-03-11,366.350464,117.397865,161.520004,57805.121094
2021-03-12,366.843781,114.906479,161.490005,57332.089844
2021-03-15,369.031555,115.582100,162.199997,55907.199219
2021-03-16,368.566071,115.117683,162.350006,56804.902344
2021-03-17,369.822784,114.256210,163.509995,58870.894531
2021-03-18,364.442017,113.099197,162.559998,57858.921875
2021-03-19,363.767761,113.800171,163.240005,58346.652344
2021-03-22,366.672394,115.075432,163.000000,54529.144531
2021-03-23,363.786346,116.114212,161.809998,54738.945312
2021-03-24,361.937073,116.739136,162.369995,52774.265625
2021-03-25,363.973206,115.818626,161.779999,51704.160156
2021-03-26,369.838562,115.413254,162.240005,55137.312500
2021-03-29,369.651764,114.433556,160.309998,57750.199219
2021-03-30,368.671143,115.033150,157.570007,58917.691406
2021-03-31,370.165497,114.391350,159.960007,58918.832031
2021-04-01,374.162872,116.289902,161.979996,59095.808594
2021-04-05,379.533264,115.782455,161.919998,59057.878906
2021-04-06,379.309143,116.568985,163.220001,58192.359375
2021-04-07,379.748230,115.757141,162.759995,56048.937500
2021-04-08,381.550781,116.712746,164.509995,58323.953125
2021-04-09,384.324615,116.289902,163.270004,58245.003906
2021-04-12,384.464844,116.239143,162.279999,59893.453125
2021-04-13,385.604218,117.110222,163.429993,63503.457031
2021-04-14,384.287323,116.738106,162.720001,63109.695312
2021-04-15,388.415527,118.691650,165.350006,63314.011719
2021-04-16,389.713715,117.769829,166.350006,61572.789062
2021-04-19,387.799042,117.431557,165.889999,55724.265625
2021-04-20,384.959686,117.972824,166.479996,56473.031250
2021-04-21,388.602295,118.209564,168.130005,53906.089844
2021-04-22,385.053131,118.725464,167.039993,51762.273438
2021-04-23,389.228088,118.446373,166.399994,51093.652344
2021-04-26,390.040588,118.277252,166.839996,54021.753906
2021-04-27,389.956635,117.245529,166.419998,55033.117188
2021-04-28,389.844482,117.321686,166.910004,54824.703125
2021-04-29,392.328888,116.974892,166.220001,53555.109375
2021-04-30,389.751007,117.245529,165.660004,57750.175781
2021-05-03,390.591614,117.315842,167.809998,57200.292969
2021-05-04,388.181946,118.111900,166.580002,53333.539062
2021-05-05,388.303436,118.306725,167.270004,57424.007812
2021-05-06,391.404297,118.501495,170.059998,56396.515625
2021-05-07,394.252930,117.917099,171.589996,57356.402344
2021-05-10,390.348846,116.722977,172.110001,55859.796875
2021-05-11,386.865082,116.062325,172.139999,56704.574219
2021-05-12,378.646088,114.842789,170.429993,49150.535156
2021-05-13,383.194489,115.020622,171.130005,49716.191406
2021-05-14,389.078613,116.096245,172.690002,49880.535156
2021-05-17,388.088562,115.850632,174.699997,43537.511719
2021-05-18,384.744965,115.554192,175.039993,42909.402344
2021-05-19,383.736237,115.274704,175.160004,37002.441406
2021-05-20,387.864502,116.223320,175.960007,40782.738281
2021-05-21,387.546875,116.595917,176.039993,37304.691406
2021-05-24,391.497620,117.027855,176.350006,38705.980469
2021-05-25,390.628937,118.111900,177.949997,38402.222656
2021-05-26,391.404297,117.908669,177.639999,39294.199219
2021-05-27,391.609711,117.434380,177.710007,38436.968750
2021-05-28,392.310181,117.248085,178.380005,35697.605469
2021-06-01,391.964691,117.221756,177.899994,36684.925781
2021-06-02,392.581024,117.493179,178.770004,37575.179688
2021-06-03,391.124054,117.052116,175.270004,39208.765625
2021-06-04,394.701202,118.655098,177.160004,36894.406250
2021-06-07,394.318268,118.290405,177.869995,33560.707031
2021-06-08,394.402283,119.121582,177.320007,33472.632812
2021-06-09,393.813934,120.173294,176.979996,37345.121094
2021-06-10,395.644470,120.894241,177.740005,36702.597656
2021-06-11,396.298279,120.699173,175.740005,37334.398438
2021-06-14,397.185638,119.774666,174.710007,40218.476562
2021-06-15,396.457123,119.630447,174.050003,40406.269531
2021-06-16,394.243561,119.528702,171.110001,38347.062500
2021-06-17,394.112823,121.318306,165.850006,38053.503906
2021-06-18,388.796021,123.599716,164.929993,35787.246094
2021-06-21,394.362091,121.530312,166.949997,31676.693359
2021-06-22,396.470459,121.827133,166.250000,32505.660156
2021-06-23,395.992493,121.513344,166.139999,33723.027344
2021-06-24,398.335022,121.708389,166.039993,34662.437500
2021-06-25,399.750000,120.444672,166.589996,31637.779297
2021-06-28,400.555939,121.682983,166.580002,34434.335938
2021-06-29,400.771454,121.886513,164.830002,35867.777344
2021-06-30,401.108704,122.429359,165.630005,35040.835938
2021-07-01,403.329437,122.436165,166.199997,33572.117188
2021-07-02,406.412384,123.174934,167.289993,33897.046875
2021-07-06,405.672150,124.618698,168.119995,34235.195312
2021-07-07,407.105743,125.722672,168.759995,33855.328125
2021-07-08,403.788605,126.215256,168.649994,32877.371094
2021-07-09,408.099060,124.440331,169.210007,33798.011719
2021-07-12,409.560822,124.278992,169.000000,33155.847656
2021-07-13,408.164673,123.327858,169.220001,32702.025391
2021-07-14,408.773743,124.729103,171.039993,32822.347656
2021-07-15,407.377533,126.104897,171.070007,31780.730469
2021-07-16,404.182220,125.867119,169.410004,31421.539062
2021-07-19,398.213257,128.627182,169.610001,30817.832031
2021-07-20,403.919922,127.387245,169.389999,29807.347656
2021-07-21,407.190063,125.773712,168.759995,32110.693359
2021-07-22,408.042816,126.962646,169.089996,32313.105469
2021-07-23,412.240784,126.113419,168.559998,33581.550781
2021-07-26,413.252716,125.739693,168.160004,37337.535156
2021-07-27,411.369263,127.081581,168.440002,39406.941406
2021-07-28,411.200562,127.090019,169.289993,39995.906250
2021-07-29,412.906036,126.385246,171.169998,40008.421875
2021-07-30,410.900726,126.979668,169.820007,42235.546875
2021-08-02,410.038757,128.112244,169.610001,39201.945312
2021-08-03,413.374542,128.180237,169.490005,38152.980469
2021-08-04,411.341156,128.443802,169.529999,39747.503906
2021-08-05,413.946167,127.789146,168.860001,40869.554688
2021-08-06,414.630219,125.654968,164.639999,42816.500000
2021-08-09,414.292908,125.204208,161.720001,46365.402344
2021-08-10,414.808197,124.626076,161.770004,45585.031250
2021-08-11,415.838989,124.549568,164.000000,45593.636719
2021-08-12,417.085236,124.345490,164.039993,44428.289062
2021-08-13,417.844208,126.309616,166.389999,47793.320312
2021-08-16,418.828094,126.615707,167.220001,46004.484375
2021-08-17,416.082581,126.564720,166.970001,44695.359375
2021-08-18,411.528595,126.989861,167.100006,44801.187500
2021-08-19,412.165771,127.925125,166.610001,46717.578125
2021-08-20,415.445435,128.010162,166.699997,49339.175781
2021-08-23,419.099823,127.925125,168.729996,49546.148438
2021-08-24,419.765137,126.930321,168.649994,47706.117188
2021-08-25,420.646027,125.876022,167.479996,48960.789062
2021-08-26,418.162842,126.224564,167.669998,46942.218750
2021-08-27,421.901611,127.083359,170.190002,49058.667969
2021-08-30,423.756958,127.414948,169.350006,47054.984375
2021-08-31,423.129181,126.547737,169.690002,47166.687500
2021-09-01,423.354095,126.759674,169.699997,48847.027344
2021-09-02,424.656525,127.313049,169.250000,49327.722656
2021-09-03,424.553467,126.155228,171.059998,50025.375000
2021-09-07,423.035431,125.090996,167.710007,46811.128906
2021-09-08,422.520081,125.942345,167.289993,46091.390625
2021-09-09,420.711578,127.466362,168.029999,46391.421875
2021-09-10,417.394470,126.342491,167.179993,44883.910156
2021-09-13,418.462646,127.108704,167.740005,44963.074219
2021-09-14,416.204529,128.649704,168.820007,47092.492188
2021-09-15,419.680878,128.198441,167.830002,48176.347656
2021-09-16,419.015472,127.611031,164.029999,47783.359375
2021-09-17,414.933929,126.998070,163.770004,47267.519531
2021-09-20,408.015198,128.573044,164.940002,42843.800781
2021-09-21,407.629852,128.462372,166.039993,40693.675781
2021-09-22,411.606140,129.228638,165.419998,43574.507812
2021-09-23,416.607147,126.308479,163.509995,44895.097656
2021-09-24,417.293427,125.073982,163.300003,42839.750000
2021-09-27,416.099518,124.614204,163.639999,42235.730469
2021-09-28,407.714417,122.673141,162.050003,41034.542969
2021-09-29,408.400604,122.885971,161.320007,41564.363281
2021-09-30,403.409058,122.868942,164.220001,43790.894531
2021-10-01,408.203186,123.902908,164.589996,48116.941406
2021-10-04,402.938995,123.587532,165.360001,49112.902344
2021-10-05,407.131561,122.394104,164.589996,51514.812500
2021-10-06,408.823669,123.084671,165.029999,55361.449219
2021-10-07,412.358215,121.797409,164.160004,53805.984375
2021-10-08,411.606140,120.944962,164.229996,53967.847656
2021-10-11,408.626251,120.638084,163.919998,57484.789062
2021-10-12,407.620422,122.701012,164.660004,56041.058594
2021-10-13,409.086823,123.894394,167.589996,57401.097656
2021-10-14,415.967926,124.354706,168.000000,57321.523438
2021-10-15,419.135834,123.630226,165.330002,61593.949219
2021-10-18,420.376648,124.209846,164.919998,62026.078125
2021-10-19,423.619873,122.496407,165.449997,64261.992188
2021-10-20,425.283691,121.669510,166.899994,65992.835938
2021-10-21,426.393036,121.524582,166.750000,62210.171875
2021-10-22,425.951141,122.863037,167.770004,60692.265625
2021-10-25,428.235443,122.675476,168.929993,63039.824219
2021-10-26,428.620880,123.689819,167.679993,60363.792969
2021-10-27,426.721954,125.940292,168.119995,58482.386719
2021-10-28,430.839355,125.514130,168.080002,60622.136719
2021-10-29,431.713654,125.897675,166.649994,62227.964844
2021-11-01,432.456238,124.991219,167.520004,61004.406250
2021-11-02,434.204681,125.546021,167.160004,63226.402344
2021-11-03,436.855652,124.248665,165.770004,62970.046875
2021-11-04,438.914337,125.554558,167.649994,61452.230469
2021-11-05,440.437164,127.432365,169.839996,61125.675781
2021-11-08,440.813202,127.193321,170.449997,67566.828125
2021-11-09,439.356140,128.849167,171.289993,66971.828125
2021-11-10,435.821594,126.493454,173.149994,64995.230469
2021-11-11,435.962585,126.305672,174.119995,64949.960938
2021-11-12,439.252716,125.750847,174.449997,64155.941406
2021-11-15,439.403168,124.171852,174.179993,63557.871094
2021-11-16,441.142273,123.856041,172.919998,60161.246094
2021-11-17,440.070557,124.837555,174.500000,60368.011719
2021-11-18,441.565277,125.307007,173.940002,56942.136719
2021-11-19,440.775635,126.630013,172.610001,58119.578125
2021-11-22,439.534760,125.144844,168.740005,56289.289062
2021-11-23,440.117493,123.335342,167.279999,57569.074219
2021-11-24,441.292572,125.315559,167.119995,56280.425781
2021-11-26,431.450470,128.482147,166.850006,53569.765625
2021-11-29,436.742828,127.449417,166.619995,57806.566406
2021-11-30,428.244873,129.386887,165.500000,57005.425781
2021-12-01,423.488281,130.185028,166.160004,57229.828125
2021-12-02,429.974548,130.347458,165.240005,56477.816406
2021-12-03,426.233185,131.902832,166.630005,53598.246094
2021-12-06,431.281250,130.091064,166.220001,50582.625000
2021-12-07,440.202179,129.039978,166.809998,50700.085938
2021-12-08,441.367828,126.809502,166.899994,50504.796875
2021-12-09,438.387970,127.518814,165.880005,47672.121094
2021-12-10,442.514679,127.211151,166.580002,47243.304688
2021-12-13,438.594666,129.091202,167.000000,46737.480469
2021-12-14,435.577209,128.783585,165.440002,46612.632812
2021-12-15,442.383118,127.544426,166.149994,48896.722656
2021-12-16,438.481934,127.594055,168.160004,47665.425781
2021-12-17,433.815186,129.039948,167.800003,46202.144531
2021-12-20,429.202271,128.073135,167.089996,46880.277344
2021-12-21,436.824493,127.585510,167.020004,48936.613281
2021-12-22,441.192078,128.175858,168.589996,48628.511719
2021-12-23,443.937256,127.063683,168.970001,50784.539062
2021-12-27,450.219971,127.371651,169.369995,50640.417969
2021-12-28,449.852020,126.866829,168.639999,47588.855469
2021-12-29,450.427399,125.480904,168.589996,46444.710938
2021-12-30,449.182251,126.533226,169.800003,47178.125000
2021-12-31,448.050293,126.781288,170.960007,46306.445312
2022-01-03,450.644409,123.453339,168.330002,46458.117188
2022-01-04,450.493530,122.939980,169.570007,45897.574219
2022-01-05,441.843048,122.272644,169.059998,43569.003906
2022-01-06,441.427948,122.589233,166.990005,43160.929688
2022-01-07,439.682770,121.707993,167.750000,41557.902344
2022-01-10,439.135651,122.007446,168.259995,41821.261719
2022-01-11,443.135529,122.820229,170.289993,42735.855469
2022-01-12,444.333527,122.349625,170.740005,43949.101562
2022-01-13,438.211212,123.436249,170.160004,42591.570312
2022-01-14,438.390411,121.571152,169.669998,43099.699219
2022-01-18,430.626709,119.860062,169.389999,42375.632812
2022-01-19,426.155121,120.689941,172.080002,41744.328125
2022-01-20,421.438538,121.434242,171.649994,40680.417969
2022-01-21,413.165466,122.880104,171.089996,36457.316406
2022-01-24,414.920074,121.870575,172.029999,36654.328125
2022-01-25,409.854248,121.673851,172.580002,36954.003906
2022-01-26,408.826019,120.202255,169.789993,36852.121094
2022-01-27,406.807312,122.409607,167.600006,37138.234375
2022-01-28,416.910431,122.452324,167.100006,37784.332031
2022-01-31,424.419464,121.819229,168.089996,38483.125000
2022-02-01,427.287292,121.414909,168.229996,38743.273438
2022-02-02,431.437958,121.826073,168.839996,36952.984375
2022-02-03,421.297089,120.875145,168.600006,37154.601562
2022-02-04,423.278046,119.093155,168.860001,41500.875000
2022-02-07,421.919617,119.170273,170.110001,43840.285156
2022-02-08,425.391266,118.373520,170.630005,44118.445312
2022-02-09,431.617218,118.596283,171.210007,44338.796875
2022-02-10,423.862976,116.711502,170.559998,43565.113281
2022-02-11,415.504883,118.442032,173.809998,42407.937500
2022-02-14,414.146454,116.968506,174.740005,42586.917969
2022-02-15,420.825409,115.640549,173.080002,44575.203125
2022-02-16,421.297089,116.325890,174.860001,43961.859375
2022-02-17,412.297516,117.191185,177.250000,40538.011719
2022-02-18,409.627930,118.424896,177.119995,40030.976562
2022-02-22,405.231903,118.733315,177.490005,38286.027344
2022-02-23,398.043671,117.096985,178.289993,37296.570312
2022-02-24,404.033844,117.174088,177.139999,38332.609375
2022-02-25,412.948395,117.259766,176.550003,39214.218750
2022-02-28,411.891876,119.829895,178.380005,43193.234375
2022-03-01,405.618683,121.215340,181.619995,44354.636719
2022-03-02,413.080475,117.071930,179.729996,43924.117188
2022-03-03,411.024078,118.264320,180.800003,42451.789062
2022-03-04,407.684570,120.306038,183.679993,39137.605469
2022-03-07,395.666351,119.388145,186.410004,38062.039062
2022-03-08,392.666534,118.187126,191.509995,38737.269531
2022-03-09,403.194336,117.029015,185.820007,41982.925781
